,cik_str,ticker,title,sic,sicDescription,category,entityType,exchanges,fiscalYearEnd,stateOfIncorporation
6342,1529113,INPX,INPIXON,7371,Services-Computer Programming Services,Non-accelerated filer<br>Smaller reporting company,operating,['Nasdaq'],31-12,NV
6343,1014763,AIMD,"Ainos, Inc.",2834,Pharmaceutical Preparations,Non-accelerated filer<br>Smaller reporting company,operating,"['Nasdaq', 'Nasdaq']",31-12,TX
6344,1084133,RLBD,"Real Brands, Inc.",2080,Beverages,Non-accelerated filer<br>Smaller reporting company,operating,['OTC'],31-12,NV
6345,1095981,PSTV,"PLUS THERAPEUTICS, INC.",3841,Surgical & Medical Instruments & Apparatus,Non-accelerated filer<br>Smaller reporting company,operating,['Nasdaq'],31-12,DE
6346,79661,PRSI,PORTSMOUTH SQUARE INC,6552,Land Subdividers & Developers (No Cemeteries),Non-accelerated filer<br>Smaller reporting company,operating,['OTC'],30-06,CA
6347,1630113,BTCY,BIOTRICITY INC.,3841,Surgical & Medical Instruments & Apparatus,Non-accelerated filer<br>Smaller reporting company,operating,['Nasdaq'],31-03,NV
6348,1813783,VMAR,Vision Marine Technologies Inc.,3730,Ship & Boat Building & Repairing,Non-accelerated filer<br>Emerging growth company,other,['Nasdaq'],,A8
6349,1784970,WETG,WeTrade Group Inc.,7374,Services-Computer Processing & Data Preparation,<br>Emerging growth company,operating,['Nasdaq'],31-12,WY
6350,1948884,GPAK,Gamer Pakistan Inc,7900,Services-Amusement & Recreation Services,<br>Emerging growth company,operating,['Nasdaq'],31-12,DE
6351,55234,KENS,KENILWORTH SYSTEMS CORP,7990,Services-Miscellaneous Amusement & Recreation,Non-accelerated filer<br>Smaller reporting company,operating,['OTC'],31-12,NY
6352,109657,GTBP,"GT Biopharma, Inc.",2834,Pharmaceutical Preparations,Non-accelerated filer<br>Smaller reporting company,operating,['Nasdaq'],31-12,DE
6353,1471727,BTTR,Better Choice Co Inc.,2080,Beverages,Non-accelerated filer<br>Smaller reporting company,operating,['NYSE'],31-12,DE
6354,811522,QZMRF,QUARTZ MOUNTAIN RESOURCES LTD,1040,Gold and Silver Ores,Non-accelerated filer,other,['OTC'],31-07,A1
6355,1817740,AUST,Austin Gold Corp.,1040,Gold and Silver Ores,Non-accelerated filer<br>Emerging growth company,other,['NYSE'],31-12,A1
6356,1009922,NSFDF,NXT Energy Solutions Inc.,1382,Oil & Gas Field Exploration Services,Non-accelerated filer,operating,['OTC'],31-12,A0
6357,1496383,ILUS,Ilustrato Pictures International Inc.,3711,Motor Vehicles & Passenger Car Bodies,Non-accelerated filer<br>Smaller reporting company,operating,['OTC'],31-12,NV
6358,924515,GTHP,GUIDED THERAPEUTICS INC,3845,Electromedical & Electrotherapeutic Apparatus,Non-accelerated filer<br>Smaller reporting company,operating,['OTC'],31-12,DE
6359,1846715,WAVE,Eco Wave Power Global AB (publ),4911,Electric Services,Non-accelerated filer<br>Emerging growth company,other,['Nasdaq'],31-12,V7
6360,1650696,LSF,"Laird Superfood, Inc.",2000,Food and Kindred Products,<br>Emerging growth company,operating,['NYSE'],31-12,OR
6361,62362,MARPS,MARINE PETROLEUM TRUST,6792,Oil Royalty Traders,,operating,['Nasdaq'],30-06,TX
6362,1061069,AWX,AVALON HOLDINGS CORP,4953,Refuse Systems,Non-accelerated filer<br>Smaller reporting company,operating,['NYSE'],31-12,OH
6363,1567900,BLBX,BLACKBOXSTOCKS INC.,7371,Services-Computer Programming Services,<br>Emerging growth company,operating,['Nasdaq'],31-12,NV
6364,1080319,ELYS,"Elys BMG Group, Inc.",7372,Services-Prepackaged Software,Non-accelerated filer<br>Smaller reporting company,operating,"['OTC', 'OTC']",31-12,DE
6365,1679817,OZSC,"OZOP ENERGY SOLUTIONS, INC.",3690,"Miscellaneous Electrical Machinery, Equipment & Supplies",Non-accelerated filer<br>Smaller reporting company,operating,['OTC'],31-12,NV
6366,1775085,CLEU,China Liberal Education Holdings Ltd,8200,Services-Educational Services,Non-accelerated filer<br>Emerging growth company,other,['Nasdaq'],31-12,E9
6367,1603978,AQB,"AquaBounty Technologies, Inc.",900,"Fishing, Hunting and Trapping",Non-accelerated filer<br>Smaller reporting company,operating,['Nasdaq'],31-12,DE
6368,724742,TPHS,Trinity Place Holdings Inc.,6512,Opeators of  Nonresidential Buildings,Non-accelerated filer<br>Smaller reporting company,operating,['NYSE'],31-12,DE
6369,1761510,TLLTF,TILT Holdings Inc.,2111,Cigarettes,Non-accelerated filer<br>Smaller reporting company<br>Emerging growth company,operating,['OTC'],31-12,A1
6370,1138476,PFHO,PACIFIC HEALTH CARE ORGANIZATION INC,8090,"Services-Misc Health & Allied Services, NEC",Non-accelerated filer<br>Smaller reporting company,operating,['OTC'],31-12,UT
6371,1026785,HIHO,HIGHWAY HOLDINGS LTD,3490,Miscellaneous Fabricated Metal Products,Non-accelerated filer,other,['Nasdaq'],31-03,
6372,933738,ENG,ENGLOBAL CORP,8711,Services-Engineering Services,Non-accelerated filer<br>Smaller reporting company,operating,['Nasdaq'],28-12,NV
6373,1790320,MSTH,Mystic Holdings Inc./NV,2834,Pharmaceutical Preparations,,other,['OTC'],31-12,NV
6374,1755237,CYCN,"Cyclerion Therapeutics, Inc.",2834,Pharmaceutical Preparations,<br>Emerging growth company,operating,['Nasdaq'],31-12,MA
6375,1333822,LEDS,SemiLEDs Corp,3674,Semiconductors & Related Devices,Non-accelerated filer<br>Smaller reporting company,operating,['Nasdaq'],31-08,
6376,812796,SNGX,"SOLIGENIX, INC.",2834,Pharmaceutical Preparations,Non-accelerated filer<br>Smaller reporting company,operating,['Nasdaq'],31-12,DE
6377,1288750,TLRS,Timberline Resources Corp,1040,Gold and Silver Ores,Non-accelerated filer<br>Smaller reporting company,operating,['OTC'],30-09,DE
6378,1869137,MHUBF,MineHub Technologies Inc.,0,,,other,['OTC'],31-01,A1
6379,1487798,ECTM,ECA Marcellus Trust I,1311,Crude Petroleum & Natural Gas,,operating,['OTC'],31-12,DE
6380,1109486,EDXC,Endexx Corp,7389,"Services-Business Services, NEC",Non-accelerated filer<br>Smaller reporting company,operating,['OTC'],30-09,NV
6381,723533,LWLW,Longwen Group Corp.,8742,Services-Management Consulting Services,Non-accelerated filer<br>Smaller reporting company<br>Emerging growth company,operating,['OTC'],31-12,NV
6382,1750149,IKT,"Inhibikase Therapeutics, Inc.",2836,"Biological Products, (No Diagnostic Substances)",<br>Emerging growth company,operating,['Nasdaq'],31-12,
6383,1827401,DRUG,BRIGHT MINDS BIOSCIENCES INC.,2834,Pharmaceutical Preparations,Non-accelerated filer<br>Emerging growth company,other,['Nasdaq'],30-09,A1
6384,1658521,MTPP,"MOUNTAIN TOP PROPERTIES, INC.",6770,Blank Checks,Non-accelerated filer<br>Smaller reporting company,operating,['OTC'],31-12,NY
6385,1873722,BBLR,Bubblr Inc.,7370,"Services-Computer Programming, Data Processing, Etc.",<br>Emerging growth company,operating,['OTC'],31-12,WY
6386,730255,CAMP,CalAmp Corp.,3663,Radio & Tv Broadcasting & Communications Equipment,Accelerated filer,operating,['Nasdaq'],28-02,DE
6387,1119190,HMBL,"HUMBL, INC.",5000,Wholesale-Durable Goods,Non-accelerated filer<br>Smaller reporting company<br>Emerging growth company,operating,['OTC'],31-12,DE
6388,1161814,KIQ,KELSO TECHNOLOGIES INC,3743,Railroad Equipment,Non-accelerated filer<br>Emerging growth company,other,['NYSE'],,A1
6389,1899658,WLGS,"WANG & LEE GROUP, Inc.",1700,Construction - Special Trade Contractors,Non-accelerated filer<br>Emerging growth company,other,['Nasdaq'],31-12,D8
6390,1937993,CVKD,"Cadrenal Therapeutics, Inc.",2834,Pharmaceutical Preparations,<br>Emerging growth company,operating,['Nasdaq'],31-12,DE
6391,1043961,PRPO,"Precipio, Inc.",3826,Laboratory Analytical Instruments,Non-accelerated filer<br>Smaller reporting company,operating,['Nasdaq'],31-12,DE
6392,1565228,VISL,"Vislink Technologies, Inc.",3669,"Communications Equipment, NEC",Non-accelerated filer<br>Smaller reporting company,operating,['Nasdaq'],31-12,DE
6393,1881767,SSCC,Spirits Capital Corp,6199,Finance Services,,other,['OTC'],31-12,DE
6394,1575793,WATT,Energous Corp,3663,Radio & Tv Broadcasting & Communications Equipment,Non-accelerated filer<br>Smaller reporting company,operating,['Nasdaq'],31-12,DE
6395,944075,SCKT,"SOCKET MOBILE, INC.",3571,Electronic Computers,Non-accelerated filer<br>Smaller reporting company,operating,['Nasdaq'],31-12,DE
6396,926423,MIND,"MIND TECHNOLOGY, INC",3812,"Search, Detection, Navigation, Guidance, Aeronautical Sys",Non-accelerated filer<br>Smaller reporting company,operating,"['Nasdaq', 'Nasdaq']",31-01,DE
6397,1086745,AYRO,"AYRO, Inc.",4899,"Communications Services, NEC",Non-accelerated filer<br>Smaller reporting company,operating,['Nasdaq'],31-12,DE
6398,1136174,OTRK,"Ontrak, Inc.",8090,"Services-Misc Health & Allied Services, NEC",Non-accelerated filer<br>Smaller reporting company,operating,"['Nasdaq', 'OTC']",31-12,DE
6399,891417,NMGX,Nano Magic Inc.,3470,"Coating, Engraving & Allied Services",Non-accelerated filer<br>Smaller reporting company,operating,['OTC'],31-12,DE
6400,1519457,NMREF,Namibia Critical Metals Inc.,0,,,other,[],30-11,Z4
6401,1069680,HHSE,"Hannover House, Inc.",7812,Services-Motion Picture & Video Tape Production,,operating,['OTC'],31-12,X1
6402,1378590,BLIN,"Bridgeline Digital, Inc.",7372,Services-Prepackaged Software,Non-accelerated filer<br>Smaller reporting company,operating,['Nasdaq'],30-09,DE
6403,1513818,ARAV,"Aravive, Inc.",2834,Pharmaceutical Preparations,Non-accelerated filer<br>Smaller reporting company,operating,['Nasdaq'],31-12,TX
6404,1807887,LASE,Laser Photonics Corp,3690,"Miscellaneous Electrical Machinery, Equipment & Supplies",<br>Emerging growth company,operating,['Nasdaq'],31-12,WY
6405,1487839,LKCO,Luokung Technology Corp.,7371,Services-Computer Programming Services,Non-accelerated filer,other,['Nasdaq'],31-12,D8
6406,1014052,DTGI,"Digerati Technologies, Inc.",7374,Services-Computer Processing & Data Preparation,Non-accelerated filer<br>Smaller reporting company,operating,['OTC'],31-07,NV
6407,1811856,VIEW,"View, Inc.",3211,Flat Glass,Non-accelerated filer<br>Smaller reporting company,operating,"['Nasdaq', 'Nasdaq']",31-12,DE
6408,744452,APDN,APPLIED DNA SCIENCES INC,8734,Services-Testing Laboratories,Non-accelerated filer<br>Smaller reporting company,operating,"['Nasdaq', 'OTC']",30-09,DE
6409,1409269,VERO,Venus Concept Inc.,3841,Surgical & Medical Instruments & Apparatus,Non-accelerated filer<br>Smaller reporting company,operating,['Nasdaq'],31-12,DE
6410,736012,INTZ,INTRUSION INC,3576,Computer Communications Equipment,Non-accelerated filer<br>Smaller reporting company,operating,['Nasdaq'],31-12,DE
6411,1941500,MWG,Multi Ways Holdings Ltd,3990,Miscellaneous Manufacturing Industries,Non-accelerated filer<br>Emerging growth company,other,['NYSE'],31-12,
6412,844887,DHCC,DIAMONDHEAD CASINO CORP,7011,Hotels & Motels,Non-accelerated filer<br>Smaller reporting company,operating,['OTC'],31-12,DE
6413,1872964,MTEK,Maris Tech Ltd.,3669,"Communications Equipment, NEC",Non-accelerated filer<br>Emerging growth company,other,"['Nasdaq', 'Nasdaq']",31-12,L3
6414,1411057,CBIH,"Cannabis Bioscience International Holdings, Inc.",8731,Services-Commercial Physical & Biological Research,<br>Emerging growth company,operating,['OTC'],31-05,
6415,1817511,SOPA,SOCIETY PASS INCORPORATED.,7389,"Services-Business Services, NEC",<br>Emerging growth company,operating,['Nasdaq'],,NV
6416,1898643,MOB,Mobilicom Ltd,3721,Aircraft,Non-accelerated filer<br>Emerging growth company,other,"['Nasdaq', 'Nasdaq']",31-12,DE
6417,1545224,SILEF,Silver Elephant Mining Corp.,1000,Metal Mining,Non-accelerated filer<br>Emerging growth company,other,['OTC'],31-03,A1
6418,1887673,WLDS,Wearable Devices Ltd.,3576,Computer Communications Equipment,Non-accelerated filer<br>Emerging growth company,other,"['Nasdaq', 'Nasdaq']",31-12,L3
6419,1939780,UCAR,U Power Ltd,3714,Motor Vehicle Parts & Accessories,Non-accelerated filer<br>Emerging growth company,other,['Nasdaq'],31-12,E9
6420,1066130,FEMFF,FE Battery Metals Corp.,1000,Metal Mining,,other,['OTC'],31-03,
6421,1062128,MNKA,"Manuka, Inc.",2840,"Soap, Detergents, Cleang Preparations, Perfumes, Cosmetics",Non-accelerated filer<br>Smaller reporting company,operating,['OTC'],31-12,DE
6422,875355,LDWY,"LENDWAY, INC.",7310,Services-Advertising,Non-accelerated filer<br>Smaller reporting company,operating,['Nasdaq'],31-12,DE
6423,1485029,NAHD,"New Asia Holdings, Inc.",3949,"Sporting & Athletic Goods, NEC",Non-accelerated filer<br>Smaller reporting company,operating,['OTC'],31-12,NV
6424,1901305,FRZA,"Forza X1, Inc.",3730,Ship & Boat Building & Repairing,<br>Emerging growth company,operating,['Nasdaq'],31-12,DE
6425,1505497,BRTX,"BioRestorative Therapies, Inc.",8090,"Services-Misc Health & Allied Services, NEC",Non-accelerated filer<br>Smaller reporting company,operating,['Nasdaq'],31-12,NV
6426,1808898,BNTC,Benitec Biopharma Inc.,2834,Pharmaceutical Preparations,Non-accelerated filer<br>Smaller reporting company,operating,['Nasdaq'],31-12,DE
6427,1747661,ADD,"Color Star Technology Co., Ltd.",8200,Services-Educational Services,Non-accelerated filer,other,['Nasdaq'],30-06,E9
6428,1855631,AWIN,AERWINS Technologies Inc.,3721,Aircraft,<br>Emerging growth company,operating,"['Nasdaq', 'Nasdaq']",31-12,DE
6429,1574232,ADXN,Addex Therapeutics Ltd.,2834,Pharmaceutical Preparations,Non-accelerated filer<br>Emerging growth company,other,['Nasdaq'],31-12,V8
6430,1347858,XXII,"22nd Century Group, Inc.",2111,Cigarettes,Non-accelerated filer<br>Smaller reporting company,operating,['Nasdaq'],31-12,NV
6431,1781162,MNTS,Momentus Inc.,3760,Guided Missiles & Space Vehicles & Parts,<br>Emerging growth company,operating,"['Nasdaq', 'Nasdaq']",31-12,DE
6432,1335112,LGIQ,"LOGIQ, INC.",7389,"Services-Business Services, NEC",Non-accelerated filer<br>Smaller reporting company,operating,['OTC'],31-12,DE
6433,1889823,KWE,KWESST Micro Systems Inc.,7372,Services-Prepackaged Software,Non-accelerated filer<br>Emerging growth company,other,"['Nasdaq', 'Nasdaq']",30-09,A1
6434,1425627,SOBR,"SOBR Safe, Inc.",2721,Periodicals: Publishing or  Publishing & Printing,Non-accelerated filer<br>Smaller reporting company,operating,['Nasdaq'],31-12,DE
6435,1898766,TPET,Trio Petroleum Corp.,1311,Crude Petroleum & Natural Gas,<br>Emerging growth company,operating,['NYSE'],31-10,DE
6436,1140215,REED,"REED'S, INC.",2086,Bottled & Canned Soft Drinks & Carbonated Waters,Non-accelerated filer<br>Smaller reporting company,operating,['OTC'],31-12,DE
6437,1477009,CANN,TREES Corp (Colorado),5912,Retail-Drug Stores and Proprietary Stores,Non-accelerated filer<br>Smaller reporting company,operating,['OTC'],31-12,CO
6438,1840416,SEVCQ,Sono Group N.V.,3711,Motor Vehicles & Passenger Car Bodies,Non-accelerated filer<br>Emerging growth company,other,['OTC'],31-12,P7
6439,1546383,JXJT,JX Luxventure Ltd,5130,"Wholesale-Apparel, Piece Goods & Notions",Non-accelerated filer,other,['Nasdaq'],31-12,1T
6440,866439,DPLS,"DarkPulse, Inc.",7372,Services-Prepackaged Software,Non-accelerated filer<br>Smaller reporting company,operating,['OTC'],31-12,
6441,1894693,SVRE,SaverOne 2014 Ltd.,7371,Services-Computer Programming Services,Non-accelerated filer<br>Emerging growth company,other,"['Nasdaq', 'Nasdaq']",31-12,L3
6442,1128281,SKAS,"Saker Aviation Services, Inc.",4581,"Airports, Flying Fields & Airport Terminal Services",Non-accelerated filer<br>Smaller reporting company,operating,['OTC'],31-12,NV
6443,1807166,AMST,Amesite Inc.,7372,Services-Prepackaged Software,<br>Emerging growth company,operating,['Nasdaq'],30-06,DE
6444,1841330,KTTA,Pasithea Therapeutics Corp.,2834,Pharmaceutical Preparations,<br>Emerging growth company,operating,"['Nasdaq', 'Nasdaq']",31-12,DE
6445,1561880,LEAI,"Legacy Education Alliance, Inc.",8200,Services-Educational Services,Non-accelerated filer<br>Smaller reporting company,operating,['OTC'],31-12,NV
6446,1939965,BREA,Brera Holdings PLC,7900,Services-Amusement & Recreation Services,Non-accelerated filer<br>Emerging growth company,other,['Nasdaq'],31-12,L2
6447,1131343,ATHE,ALTERITY THERAPEUTICS LTD,2834,Pharmaceutical Preparations,Non-accelerated filer,other,"['Nasdaq', 'OTC']",30-06,C3
6448,1769768,EJH,E-Home Household Service Holdings Ltd,7600,Services-Miscellaneous Repair Services,Non-accelerated filer<br>Emerging growth company,other,['Nasdaq'],30-06,E9
6449,1916241,PRZO,ParaZero Technologies Ltd.,3728,"Aircraft Parts & Auxiliary Equipment, NEC",,other,['Nasdaq'],31-12,L3
6450,1518353,EVGDF,ELEVATION GOLD MINING Corp,0,,,other,['OTC'],31-12,A1
6451,894158,TOVX,"Theriva Biologics, Inc.",2834,Pharmaceutical Preparations,Non-accelerated filer<br>Smaller reporting company,operating,['NYSE'],31-12,NV
6452,1821175,MSGM,Motorsport Games Inc.,7372,Services-Prepackaged Software,<br>Emerging growth company,operating,['Nasdaq'],31-12,FL
6453,1205922,VCNX,"VACCINEX, INC.",2834,Pharmaceutical Preparations,Non-accelerated filer<br>Smaller reporting company<br>Emerging growth company,operating,['Nasdaq'],31-12,DE
6454,1533743,PCSA,"Processa Pharmaceuticals, Inc.",2834,Pharmaceutical Preparations,Non-accelerated filer<br>Smaller reporting company,operating,['Nasdaq'],31-12,DE
6455,1757499,SHPH,"Shuttle Pharmaceuticals Holdings, Inc.",2834,Pharmaceutical Preparations,<br>Emerging growth company,operating,['Nasdaq'],31-12,DE
6456,1638911,USDR,UAS Drone Corp.,3721,Aircraft,Non-accelerated filer<br>Smaller reporting company,operating,['OTC'],31-12,NV
6457,1168981,LVRLF,CordovaCann Corp.,7900,Services-Amusement & Recreation Services,Non-accelerated filer,other,['OTC'],30-06,A6
6458,1320760,TSSI,"TSS, Inc.",8742,Services-Management Consulting Services,Non-accelerated filer<br>Smaller reporting company,operating,['OTC'],31-12,DE
6459,1806904,EZGO,EZGO Technologies Ltd.,3751,"Motorcycles, Bicycles & Parts",Non-accelerated filer<br>Emerging growth company,other,['Nasdaq'],30-09,D8
6460,1022505,SDCH,"SideChannel, Inc.",7374,Services-Computer Processing & Data Preparation,Non-accelerated filer<br>Smaller reporting company,operating,['OTC'],30-09,DE
6461,727510,ENZN,"ENZON PHARMACEUTICALS, INC.",2836,"Biological Products, (No Diagnostic Substances)",Non-accelerated filer<br>Smaller reporting company,operating,['OTC'],31-12,DE
6462,1673481,LTRY,Lottery.com Inc.,7372,Services-Prepackaged Software,<br>Emerging growth company,operating,"['Nasdaq', 'Nasdaq']",31-12,DE
6463,743758,AIAD,"AiAdvertising, Inc.",5900,Retail-Miscellaneous Retail,Non-accelerated filer<br>Smaller reporting company,operating,['OTC'],31-12,NV
6464,1574235,PULM,"Pulmatrix, Inc.",2834,Pharmaceutical Preparations,Non-accelerated filer<br>Smaller reporting company,operating,['Nasdaq'],31-12,DE
6465,1707910,REBN,"Reborn Coffee, Inc.",5812,Retail-Eating  Places,Non-accelerated filer<br>Smaller reporting company,operating,['Nasdaq'],31-12,DE
6466,1696025,KCRD,"Kindcard, Inc.",5940,Retail-Miscellaneous Shopping Goods Stores,Non-accelerated filer<br>Smaller reporting company,operating,['OTC'],31-01,NV
6467,1419559,CAMG,"CAM GROUP, INC.",7310,Services-Advertising,,operating,['OTC'],31-12,NV
6468,1016504,INBP,INTEGRATED BIOPHARMA INC,2834,Pharmaceutical Preparations,Non-accelerated filer<br>Smaller reporting company,operating,['OTC'],30-06,DE
6469,1481504,XERI,"XERIANT, INC.",3721,Aircraft,<br>Emerging growth company,operating,['OTC'],30-06,
6470,1551693,SIEN,"Sientra, Inc.",3842,"Orthopedic, Prosthetic & Surgical Appliances & Supplies",Non-accelerated filer<br>Smaller reporting company,operating,['Nasdaq'],31-12,DE
6471,1362703,THER,"THERALINK TECHNOLOGIES, INC.",2834,Pharmaceutical Preparations,Non-accelerated filer<br>Smaller reporting company,operating,['OTC'],30-09,NV
6472,1944399,ELWS,"Earlyworks Co., Ltd.",7371,Services-Computer Programming Services,Non-accelerated filer<br>Emerging growth company,other,['Nasdaq'],30-04,M0
6473,1346346,CMOT,"Curtiss Motorcycle Company, Inc.",3751,"Motorcycles, Bicycles & Parts",,operating,['OTC'],31-03,DE
6474,1300734,SISI,"SHINECO, INC.",100,Agricultural Production-Crops,Non-accelerated filer<br>Smaller reporting company,operating,['Nasdaq'],30-06,
6475,1520118,INTV,"INTEGRATED VENTURES, INC.",6199,Finance Services,Non-accelerated filer<br>Smaller reporting company,operating,"['OTC', 'NYSE']",30-06,NV
6476,1684688,JUPGF,Jupiter Gold Corp,1040,Gold and Silver Ores,Non-accelerated filer<br>Emerging growth company,other,['OTC'],31-12,1T
6477,38264,FORD,"Forward Industries, Inc.",3089,"Plastics Products, NEC",Non-accelerated filer<br>Smaller reporting company,operating,['Nasdaq'],30-09,NY
6478,1622345,POLA,"Polar Power, Inc.",3690,"Miscellaneous Electrical Machinery, Equipment & Supplies",Non-accelerated filer<br>Smaller reporting company,operating,['Nasdaq'],31-12,DE
6479,861972,SRLZF,Salazar Resources Ltd,0,,,other,['OTC'],31-12,A1
6480,1358633,SNBH,SENTIENT BRANDS HOLDINGS INC.,5734,Retail-Computer & Computer Software Stores,Non-accelerated filer<br>Smaller reporting company,operating,['OTC'],31-12,NV
6481,1900564,WRNT,WARRANTEE INC.,7380,Services-Miscellaneous Business Services,Non-accelerated filer<br>Emerging growth company,other,['Nasdaq'],31-03,M0
6482,1023994,SGBX,SAFE & GREEN HOLDINGS CORP.,5030,Wholesale-Lumber & Other Construction Materials,Non-accelerated filer<br>Smaller reporting company,operating,['Nasdaq'],31-12,DE
6483,1133818,BPTH,BIO-PATH HOLDINGS INC,2834,Pharmaceutical Preparations,Non-accelerated filer<br>Smaller reporting company,operating,['Nasdaq'],31-12,DE
6484,1389002,MRIN,MARIN SOFTWARE INC,7374,Services-Computer Processing & Data Preparation,Non-accelerated filer<br>Smaller reporting company,operating,['Nasdaq'],31-12,DE
6485,1128189,PKTX,"ProtoKinetix, Inc.",2834,Pharmaceutical Preparations,Non-accelerated filer<br>Smaller reporting company,operating,['OTC'],31-12,NV
6486,1282847,TDCB,THIRD CENTURY BANCORP,6036,"Savings Institutions, Not Federally Chartered",,other,['OTC'],31-12,IN
6487,1668438,IMTE,Integrated Media Technology Ltd,3651,Household Audio & Video Equipment,Non-accelerated filer<br>Emerging growth company,other,['Nasdaq'],31-12,C3
6488,887247,DMK,DMK PHARMACEUTICALS Corp,2834,Pharmaceutical Preparations,Non-accelerated filer<br>Smaller reporting company,operating,['Nasdaq'],31-12,DE
6489,1801602,SBIG,"SpringBig Holdings, Inc.",7371,Services-Computer Programming Services,Non-accelerated filer<br>Smaller reporting company<br>Emerging growth company,operating,"['OTC', 'OTC']",31-12,DE
6490,1938046,MGRX,"MANGOCEUTICALS, INC.",8090,"Services-Misc Health & Allied Services, NEC",<br>Emerging growth company,operating,['Nasdaq'],31-12,TX
6491,834285,FRBK,REPUBLIC FIRST BANCORP INC,6022,State Commercial Banks,Accelerated filer<br>Smaller reporting company,operating,['OTC'],31-12,PA
6492,1061612,JPOTF,Jackpot Digital Inc.,7372,Services-Prepackaged Software,,other,['OTC'],31-12,A1
6493,1621672,SLE,"Super League Enterprise, Inc.",7373,Services-Computer Integrated Systems Design,<br>Emerging growth company,operating,['Nasdaq'],31-12,DE
6494,1840102,SPTY,"SPECIFICITY, INC.",7311,Services-Advertising Agencies,Non-accelerated filer<br>Smaller reporting company<br>Emerging growth company,operating,['OTC'],31-12,NV
6495,1464165,BETRF,BetterLife Pharma Inc.,2834,Pharmaceutical Preparations,Non-accelerated filer,operating,['OTC'],31-01,A1
6496,1701261,FAMI,"Farmmi, Inc.",2033,"Canned, Fruits, Veg, Preserves, Jams & Jellies",Non-accelerated filer<br>Emerging growth company,other,['Nasdaq'],30-09,E9
6497,1796514,BTCT,BTC Digital Ltd.,6199,Finance Services,<br>Emerging growth company,other,"['Nasdaq', 'Nasdaq']",31-12,E9
6498,1068897,FXBY,FOXBY CORP.,0,,,investment,['OTC'],31-12,MD
6499,822370,EMMA,"Emmaus Life Sciences, Inc.",2834,Pharmaceutical Preparations,Non-accelerated filer<br>Smaller reporting company,operating,['OTC'],31-12,DE
6500,1817004,EZFL,EzFill Holdings Inc,5500,Retail-Auto Dealers & Gasoline Stations,<br>Emerging growth company,operating,['Nasdaq'],31-12,DE
6501,1128252,SIPN,"SIPP International Industries, Inc.",3663,Radio & Tv Broadcasting & Communications Equipment,,operating,['OTC'],31-12,NV
6502,1729427,CNSP,"CNS Pharmaceuticals, Inc.",2834,Pharmaceutical Preparations,<br>Emerging growth company,operating,['Nasdaq'],31-12,NV
6503,1631282,DTSS,DATASEA INC.,7372,Services-Prepackaged Software,Non-accelerated filer<br>Smaller reporting company,operating,['Nasdaq'],30-06,NV
6504,1677077,ALZN,"Alzamend Neuro, Inc.",2834,Pharmaceutical Preparations,<br>Emerging growth company,operating,['Nasdaq'],30-04,DE
6505,20639,ABCP,AmBase Corp,6512,Opeators of  Nonresidential Buildings,Non-accelerated filer<br>Smaller reporting company,operating,['OTC'],31-12,
6506,1190370,IVDN,INNOVATIVE DESIGNS INC,2390,Miscellaneous Fabricated Textile Products,Non-accelerated filer<br>Smaller reporting company,operating,['OTC'],31-10,DE
6507,1011509,AUMN,Golden Minerals Co,1040,Gold and Silver Ores,Non-accelerated filer<br>Smaller reporting company,operating,['NYSE'],31-12,DE
6508,99106,TNLX,TRANS LUX Corp,3990,Miscellaneous Manufacturing Industries,Non-accelerated filer<br>Smaller reporting company,operating,['OTC'],31-12,DE
6509,1626644,ODYY,"Odyssey Health, Inc.",3841,Surgical & Medical Instruments & Apparatus,Non-accelerated filer<br>Smaller reporting company,operating,['OTC'],31-07,NV
6510,1679063,CSSE,"Chicken Soup for the Soul Entertainment, Inc.",7819,Services-Allied To Motion Picture Production,Non-accelerated filer<br>Smaller reporting company,operating,"['Nasdaq', 'Nasdaq', 'Nasdaq', 'Nasdaq', 'OTC']",31-12,DE
6511,1584693,HITC,Healthcare Integrated Technologies Inc.,7900,Services-Amusement & Recreation Services,Non-accelerated filer<br>Emerging growth company,operating,['OTC'],31-07,NV
6512,1319150,PBMLF,Pacific Booker Minerals Inc.,1000,Metal Mining,Non-accelerated filer,other,['OTC'],31-01,A1
6513,1558583,FUV,Arcimoto Inc,3751,"Motorcycles, Bicycles & Parts",Non-accelerated filer<br>Smaller reporting company,operating,['Nasdaq'],31-12,OR
6514,1410428,XWEL,"XWELL, Inc.",7200,Services-Personal Services,Non-accelerated filer<br>Smaller reporting company,operating,['Nasdaq'],31-12,DE
6515,849401,ADMT,"ADM TRONICS UNLIMITED, INC.",3845,Electromedical & Electrotherapeutic Apparatus,Non-accelerated filer<br>Smaller reporting company,operating,['OTC'],31-03,DE
6516,1958713,MI,NFT Ltd,6199,Finance Services,,other,['NYSE'],31-12,E9
6517,1898604,YOSH,Yoshiharu Global Co.,5812,Retail-Eating  Places,<br>Emerging growth company,operating,['Nasdaq'],31-12,DE
6518,1642375,GHSI,"Guardion Health Sciences, Inc.",2834,Pharmaceutical Preparations,<br>Emerging growth company,operating,['Nasdaq'],31-12,DE
6519,1781193,QH,QUHUO Ltd,7389,"Services-Business Services, NEC",Non-accelerated filer<br>Emerging growth company,other,['Nasdaq'],31-12,E9
