account_name,cluster
IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToNoncontrollingInterest,3
IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToReportingEntity,3
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicAndDilutedShare,3
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicShare,3
IncomeLossFromDiscontinuedOperationsNetOfTaxPerDilutedShare,3
IncomeLossFromDispositionOfDiscontinuedOperationsForOtherStockPerBasicShare,3
IncomeLossFromEquityMethodInvestments,3
IncomeLossFromEquityMethodInvestmentsNetOfDividendsOrDistributions,3
IncomeLossFromExtraordinaryItemsNetOfTaxPerBasicShare,3
IncomeLossFromExtraordinaryItemsNetOfTaxPerDilutedShare,3
IncomeLossFromSubsidiariesBeforeTax,3
IncomeLossFromSubsidiariesTaxExpenseBenefit,12
IncomeLossIncludingPortionAttributableToNoncontrollingInterest,3
IncomeTaxCreditsAndAdjustments,12
IncomeTaxEffectsAllocatedDirectlyToEquity,3
IncomeTaxEffectsAllocatedDirectlyToEquityCumulativeEffectOfChangeInAccountingPrinciple,3
IncomeTaxEffectsAllocatedDirectlyToEquityEmployeeStockOptions,10
IncomeTaxEffectsAllocatedDirectlyToEquityEquityTransactions,3
IncomeTaxExaminationEstimateOfPossibleLoss,6
IncomeTaxExaminationIncreaseDecreaseInLiabilityFromPriorYear,6
IncomeTaxExaminationInterestAccrued,12
IncomeTaxExaminationInterestExpense,12
IncomeTaxExaminationLiabilityRecorded,14
IncomeTaxExaminationLiabilityRefundAdjustmentFromSettlementWithTaxingAuthority,6
IncomeTaxExaminationPenaltiesAccrued,12
IncomeTaxExaminationPenaltiesAndInterestAccrued,12
IncomeTaxExaminationPenaltiesAndInterestExpense,12
IncomeTaxExaminationPenaltiesExpense,12
IncomeTaxExaminationRangeOfPossibleLosses,6
IncomeTaxExpenseBenefit,12
IncomeTaxExpenseBenefitContinuingOperations,12
IncomeTaxExpenseBenefitContinuingOperationsAdjustmentOfDeferredTaxAssetLiability,3
IncomeTaxExpenseBenefitContinuingOperationsDiscontinuedOperationsExtraordinaryItems,3
IncomeTaxExpenseBenefitIntraperiodTaxAllocation,12
IncomeTaxHolidayAggregateDollarAmount,13
IncomeTaxHolidayIncomeTaxBenefitsPerShare,12
IncomeTaxReceivable,14
IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,12
IncomeTaxReconciliationChangeInEnactedTaxRate,12
IncomeTaxReconciliationDeductions,17
IncomeTaxReconciliationDeductionsDividends,12
IncomeTaxReconciliationDeductionsMedicarePrescriptionDrugBenefitSubsidy,12
IncomeTaxReconciliationDeductionsOther,12
IncomeTaxReconciliationDeductionsQualifiedProductionActivities,12
IncomeTaxReconciliationDispositionOfAssets,2
IncomeTaxReconciliationDispositionOfBusiness,6
IncomeTaxReconciliationEquityInEarningsLossesOfUnconsolidatedSubsidiary,3
IncomeTaxReconciliationForeignIncomeTaxRateDifferential,12
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,12
IncomeTaxReconciliationMinorityInterestIncomeExpense,12
IncomeTaxReconciliationNondeductibleExpense,12
IncomeTaxReconciliationNondeductibleExpenseImpairmentLosses,12
IncomeTaxReconciliationNondeductibleExpenseLeases,12
IncomeTaxReconciliationNondeductibleExpenseLifeInsurance,12
IncomeTaxReconciliationNondeductibleExpenseOther,12
IncomeTaxReconciliationNondeductibleExpenseRestructuringCharges,12
IncomeTaxReconciliationNondeductibleExpenseShareBasedCompensationCost,12
IncomeTaxReconciliationOtherAdjustments,12
IncomeTaxReconciliationOtherReconcilingItems,12
IncomeTaxReconciliationPriorYearIncomeTaxes,12
IncomeTaxReconciliationRepatriationOfForeignEarnings,12
IncomeTaxReconciliationStateAndLocalIncomeTaxes,12
IncomeTaxReconciliationTaxContingencies,12
IncomeTaxReconciliationTaxContingenciesDomestic,12
IncomeTaxReconciliationTaxContingenciesForeign,12
IncomeTaxReconciliationTaxContingenciesStateAndLocal,12
IncomeTaxReconciliationTaxCredits,12
IncomeTaxReconciliationTaxCreditsForeign,12
IncomeTaxReconciliationTaxCreditsInvestment,12
IncomeTaxReconciliationTaxCreditsOther,12
IncomeTaxReconciliationTaxCreditsResearch,12
IncomeTaxReconciliationTaxExemptIncome,12
IncomeTaxReconciliationTaxSettlements,12
IncomeTaxReconciliationTaxSettlementsDomestic,12
IncomeTaxReconciliationTaxSettlementsForeign,12
IncomeTaxesPaid,14
IncomeTaxesPaidNet,12
IncomeTaxesReceivable,14
IncomeTaxesReceivableNoncurrent,15
IncreaseDecreaseInAccountsAndNotesReceivable,11
IncreaseDecreaseInAccountsAndOtherReceivables,11
IncreaseDecreaseInAccountsPayable,11
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,11
IncreaseDecreaseInAccountsPayableAndOtherOperatingLiabilities,11
IncreaseDecreaseInAccountsPayableRelatedParties,11
IncreaseDecreaseInAccountsPayableTrade,11
IncreaseDecreaseInAccountsReceivable,11
IncreaseDecreaseInAccountsReceivableAndOtherOperatingAssets,11
IncreaseDecreaseInAccruedIncomeTaxesPayable,11
IncreaseDecreaseInAccruedInterestReceivableNet,11
IncreaseDecreaseInAccruedLiabilities,11
IncreaseDecreaseInAccruedLiabilitiesAndOtherOperatingLiabilities,11
IncreaseDecreaseInAccruedSalaries,11
IncreaseDecreaseInAccruedTaxesPayable,11
IncreaseDecreaseInAssetsHeldForSale,5
IncreaseDecreaseInBrokerDealerRelatedReceivablesPayablesNet,11
IncreaseDecreaseInCashCollateralForBorrowedSecurities,0
IncreaseDecreaseInCollateralHeldUnderSecuritiesLending,0
IncreaseDecreaseInConstructionPayables,11
IncreaseDecreaseInContractWithCustomerLiability,11
IncreaseDecreaseInCustomerAdvances,11
IncreaseDecreaseInCustomerAdvancesAndDeposits,11
IncreaseDecreaseInCustomerDeposits,11
IncreaseDecreaseInDeferredCharges,11
IncreaseDecreaseInDeferredIncomeTaxes,11
IncreaseDecreaseInDeferredLiabilities,11
IncreaseDecreaseInDeferredPensionCosts,9
IncreaseDecreaseInDeferredPolicyAcquisitionCosts,2
IncreaseDecreaseInDeferredRentReceivables,11
IncreaseDecreaseInDeferredRevenue,11
IncreaseDecreaseInDeferredRevenueAndCustomerAdvancesAndDeposits,11
IncreaseDecreaseInDeposits,11
IncreaseDecreaseInDerivativeAssetsAndLiabilities,11
IncreaseDecreaseInDerivativeLiabilities,11
IncreaseDecreaseInDueFromAffiliatesCurrent,11
IncreaseDecreaseInDueFromRelatedParties,11
IncreaseDecreaseInDueFromRelatedPartiesCurrent,11
IncreaseDecreaseInDueToRelatedParties,11
IncreaseDecreaseInDueToRelatedPartiesCurrent,11
IncreaseDecreaseInEmployeeRelatedLiabilities,11
IncreaseDecreaseInEquitySecuritiesFvNi,0
IncreaseDecreaseInFairValueAdjustmentsOnAssetsAndLiabilitiesCarriedAtFairValueUnderFairValueOption,7
IncreaseDecreaseInFairValueOfInterestRateFairValueHedgingInstruments,7
IncreaseDecreaseInFairValueOfInterestRateFairValueHedgingInstruments1,7
IncreaseDecreaseInFederalFundsPurchasedAndSecuritiesSoldUnderAgreementsToRepurchaseNet,0
IncreaseDecreaseInFinanceReceivables,11
IncreaseDecreaseInFinancialInstrumentsUsedInOperatingActivities,11
IncreaseDecreaseInFundsHeldUnderReinsuranceAgreements,0
IncreaseDecreaseInFutureIncomeTaxExpenseEstimatesOnFutureCashFlowsRelatedToProvedOilAndGasReserves,2
IncreaseDecreaseInFuturePolicyBenefitReserves,9
IncreaseDecreaseInGiftCardLiability,11
IncreaseDecreaseInIncomeTaxes,11
IncreaseDecreaseInIncomeTaxesPayableNetOfIncomeTaxesReceivable,11
IncreaseDecreaseInIncomeTaxesReceivable,11
IncreaseDecreaseInInsuranceLiabilities,11
IncreaseDecreaseInIntangibleAssetsCurrent,11
IncreaseDecreaseInInterestPayableNet,11
IncreaseDecreaseInInventories,11
IncreaseDecreaseInLeasingReceivables,11
IncreaseDecreaseInLiabilityForClaimsAndClaimsAdjustmentExpenseReserve,11
IncreaseDecreaseInLoansHeldForSale,5
IncreaseDecreaseInMortgageLoansHeldForSale,2
IncreaseDecreaseInNotesPayableRelatedPartiesCurrent,11
IncreaseDecreaseInNotesReceivables,11
IncreaseDecreaseInOperatingAssets,11
IncreaseDecreaseInOperatingCapital,11
IncreaseDecreaseInOperatingLeaseLiability,11
IncreaseDecreaseInOperatingLiabilities,11
IncreaseDecreaseInOtherAccountsPayable,11
IncreaseDecreaseInOtherAccountsPayableAndAccruedLiabilities,11
IncreaseDecreaseInOtherAccruedLiabilities,11
IncreaseDecreaseInOtherCurrentAssets,11
IncreaseDecreaseInOtherCurrentLiabilities,11
IncreaseDecreaseInOtherNoncurrentAssets,11
IncreaseDecreaseInOtherNoncurrentAssetsAndLiabilitiesNet,11
IncreaseDecreaseInOtherNoncurrentLiabilities,11
IncreaseDecreaseInOtherOperatingAssets,11
IncreaseDecreaseInOtherOperatingCapitalNet,11
IncreaseDecreaseInOtherOperatingLiabilities,11
IncreaseDecreaseInOtherReceivables,11
IncreaseDecreaseInOutstandingChecksFinancingActivities,16
IncreaseDecreaseInPayablesToCustomers,11
IncreaseDecreaseInPensionPlanObligations,9
IncreaseDecreaseInPostretirementObligations,9
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,11
IncreaseDecreaseInPrepaidExpense,11
IncreaseDecreaseInPrepaidExpensesOther,11
IncreaseDecreaseInPrepaidSupplies,11
IncreaseDecreaseInReceivables,11
IncreaseDecreaseInReinsurancePayables,11
IncreaseDecreaseInReinsuranceRecoverable,11
IncreaseDecreaseInRestrictedCash,11
IncreaseDecreaseInRestrictedCashForOperatingActivities,11
IncreaseDecreaseInRestructuringReserve,11
IncreaseDecreaseInRetailRelatedInventories,11
IncreaseDecreaseInRetainedInterestInSecuritizedReceivables,6
IncreaseDecreaseInSecuritiesLendingPayable,11
IncreaseDecreaseInSelfInsuranceReserve,11
IncreaseDecreaseInTimeDeposits,11
IncreaseDecreaseInTradingLiabilities,11
IncreaseDecreaseInTradingSecurities,11
IncreaseInRestrictedCash,14
IncreaseInUnrecognizedTaxBenefitsIsReasonablyPossible,6
IncrementalCommonSharesAttributableToCallOptionsAndWarrants,10
IncrementalCommonSharesAttributableToContingentlyIssuableShares,10
IncrementalCommonSharesAttributableToConversionOfDebtSecurities,10
IncrementalCommonSharesAttributableToConversionOfPreferredStock,10
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements,10
IncrementalCommonSharesAttributableToWrittenPutOptions,10
IncurredClaimsPropertyCasualtyAndLiability,2
IndefiniteLivedIntangibleAssets,1
IndefiniteLivedIntangibleAssetsAcquiredDuringPeriod,1
IndefiniteLivedIntangibleAssetsExcludingGoodwill,1
IndefiniteLivedIntangibleAssetsExcludingGoodwillFairValueDisclosure,4
IndefiniteLivedIntangibleAssetsForeignCurrencyTranslationGainLoss,3
IndefiniteLivedIntangibleAssetsImpairmentLosses,1
IndefiniteLivedIntangibleAssetsPeriodIncreaseDecrease,6
IndefiniteLivedIntangibleAssetsPurchaseAccountingAdjustments,1
IndefiniteLivedIntangibleAssetsTranslationAdjustments,1
IndefiniteLivedIntangibleAssetsTranslationAndPurchaseAccountingAdjustments,1
IndefiniteLivedIntangibleAssetsWrittenOffRelatedToSaleOfBusinessUnit,1
IndefiniteLivedLicenseAgreements,14
IndefiniteLivedTradeNames,14
IndefiniteLivedTrademarks,14
IndefinitelivedIntangibleAssetsAcquired,1
InformationTechnologyAndDataProcessing,17
InitialFranchiseFees,17
InsuranceCommissionsAndFees,17
InsuranceRecoveries,17
InsuranceServicesRevenue,17
InsuranceSettlementsReceivable,14
InsuranceSettlementsReceivableCurrent,15
InsuredEventGainLoss,6
IntangibleAssetsGrossExcludingGoodwill,1
IntangibleAssetsNetExcludingGoodwill,1
IntangibleAssetsNetIncludingGoodwill,1
InterestAndDebtExpense,17
InterestAndDividendIncomeOperating,17
InterestAndDividendIncomeSecurities,17
InterestAndDividendIncomeSecuritiesAvailableForSale,2
InterestAndDividendIncomeSecuritiesHeldToMaturity,2
InterestAndDividendIncomeSecuritiesTradingOrMeasuredAtFairValue,7
InterestAndFeeIncomeLoansAndLeases,17
InterestAndFeeIncomeLoansAndLeasesHeldForSale,2
InterestAndFeeIncomeLoansAndLeasesHeldInPortfolio,2
InterestAndFeeIncomeLoansConsumer,17
InterestAndFeeIncomeLoansConsumerInstallmentCreditCard,2
InterestAndFeeIncomeLoansHeldForSaleMortgages,2
InterestAndFeeIncomeLoansTradeFinancing,17
InterestAndFeeIncomeNonmortgageLoansAndLeasesHeldForSale,2
InterestAndFeeIncomeOtherLoans,17
InterestAndOtherIncome,17
InterestBearingDepositLiabilities,14
InterestBearingDepositLiabilitiesDomestic,14
InterestBearingDepositLiabilitiesForeign,0
InterestBearingDepositsInBanks,0
InterestBearingDomesticDepositDemand,0
InterestBearingDomesticDepositSavings,0
InterestBearingDomesticDepositTimeDeposits,0
InterestBearingForeignDepositDemand,0
InterestBearingForeignDepositSavings,0
InterestBearingForeignDepositTimeDeposits,0
InterestCostsCapitalized,17
InterestCostsCapitalizedAdjustment,17
InterestCostsIncurred,17
InterestCostsIncurredCapitalized,17
InterestExpense,17
InterestExpenseBeneficialInterestsIssuedByConsolidatedVariableInterestEntities,3
InterestExpenseCommercialPaper,17
InterestExpenseDebt,17
InterestExpenseDebtExcludingAmortization,2
InterestExpenseDeposits,17
InterestExpenseFederalFundsPurchasedAndSecuritiesSoldUnderAgreementsToRepurchase,0
InterestExpenseLongTermDebt,2
InterestExpenseOther,17
InterestExpenseShortTermBorrowings,17
InterestExpenseShortTermBorrowingsExcludingFederalFundsAndSecuritiesSoldUnderAgreementsToRepurchase,0
InterestExpenseTradingLiabilities,17
InterestIncomeDebtSecuritiesAvailableForSaleOperating,2
InterestIncomeDebtSecuritiesOperating,17
InterestIncomeDebtSecuritiesTradingOperating,17
InterestIncomeDepositsWithFinancialInstitutions,0
InterestIncomeExpenseAfterProvisionForLoanLoss,5
InterestIncomeExpenseNet,17
InterestIncomeExpenseNonoperatingNet,17
InterestIncomeFederalFundsSoldAndSecuritiesPurchasedUnderAgreementsToResell,0
InterestIncomeInterestEarningAsset,17
InterestIncomeOperating,17
InterestIncomeOperatingPaidInKind,13
InterestIncomeOther,17
InterestIncomeSecuritiesTaxExempt,12
InterestIncomeSecuritiesTaxable,17
InterestOnConvertibleDebtNetOfTax,3
InterestPaid,17
InterestPaidNet,17
InterestPayableCurrent,15
InterestPayableCurrentAndNoncurrent,15
InterestRateCashFlowHedgeGainLossReclassifiedToEarningsNet,3
InterestRateCashFlowHedgeGainLossToBeReclassifiedDuringNext12MonthsNet,3
InterestRateCashFlowHedgeLiabilityAtFairValue,7
InterestRateDerivativeAssetsAtFairValue,7
InterestRateDerivativeLiabilitiesAtFairValue,7
InterestRateFairValueHedgeLiabilityAtFairValue,7
InterestReceivable,14
InterestReceivableCurrent,15
InterestRevenueExpense,17
InterestRevenueExpenseNet,17
InterestsContinuedToBeHeldByTransferorFairValue,7
InventoryAdjustments,14
InventoryFinishedGoods,14
InventoryFinishedGoodsAndWorkInProcess,2
InventoryFinishedGoodsAndWorkInProcessNetOfReserves,2
InventoryFinishedGoodsNetOfReserves,2
InventoryFirmPurchaseCommitmentLoss,5
InventoryGross,17
InventoryLIFOReserve,14
InventoryLIFOReservePeriodCharge,6
InventoryNet,2
InventoryPartsAndComponentsNetOfReserves,2
InventoryRawMaterials,14
InventoryRawMaterialsAndPurchasedPartsNetOfReserves,2
InventoryRawMaterialsAndSupplies,2
InventoryRawMaterialsAndSuppliesNetOfReserves,2
InventoryRawMaterialsNetOfReserves,2
InventoryRecallExpense,17
InventorySuppliesNetOfReserves,2
InventoryValuationReserves,14
InventoryWorkInProcess,14
InventoryWorkInProcessAndRawMaterials,2
InventoryWorkInProcessAndRawMaterialsNetOfReserves,2
InventoryWorkInProcessNetOfReserves,2
InventoryWriteDown,14
InvestmentAdvisoryFees,17
InvestmentAdvisoryManagementAndAdministrativeFees,17
InvestmentBankingAdvisoryBrokerageAndUnderwritingFeesAndCommissions,17
InvestmentBankingRevenue,17
InvestmentIncomeAmortizationOfPremium,2
InvestmentIncomeDividend,17
InvestmentIncomeInterest,17
InvestmentIncomeInterestAndDividend,17
InvestmentIncomeInvestmentExpense,17
InvestmentIncomeNet,17
InvestmentIncomeNetAmortizationOfDiscountAndPremium,2
InvestmentIncomeNonoperating,17
InvestmentOwnedAtFairValue,13
InvestmentOwnedBalanceShares,13
InvestmentOwnedOtherThanSecuritiesLoanedForShortSalesAtFairValue,13
InvestmentRelatedLiabilities,14
InvestmentTaxCredit,12
Investments,14
InvestmentsAndCash,14
InvestmentsFairValueDisclosure,4
InvestmentsInAffiliatesSubsidiariesAssociatesAndJointVentures,2
InvestmentsInAffiliatesSubsidiariesAssociatesAndJointVenturesFairValueDisclosure,4
InvestmentsInAndAdvancesToAffiliatesAtFairValue,0
InvestmentsInAndAdvancesToAffiliatesAtFairValueGrossAdditions,2
InvestmentsInAndAdvancesToAffiliatesAtFairValuePeriodIncreaseDecrease,6
InvestmentsInAndAdvancesToAffiliatesBalancePrincipalAmount,0
IssuanceOfStockAndWarrantsForServicesOrClaims,10
JapaneseWelfarePensionInsuranceLawGovernmentSubsidies,6
JuniorSubordinatedDebentureOwedToUnconsolidatedSubsidiaryTrust,0
LaborAndRelatedExpense,17
Land,2
LandAndLandImprovements,14
LandAvailableForSale,17
LateFeeIncomeGeneratedByServicingFinancialAssetsAmount,6
LeaseAndRentalExpense,17
LeaseCost,17
LeaseIncentivePayableCurrent,15
LeaseIncentiveReceivableCurrent,15
LeaseIncome,17
LeaseholdImprovementsGross,17
LeasesReceivableCommercialLeaseFinancing,2
LegalFees,17
LesseeOperatingLeaseDiscountRate,9
LesseeOperatingLeaseLiabilityPaymentsDue,8
LesseeOperatingLeaseLiabilityPaymentsDueAfterRollingYearFive,8
LesseeOperatingLeaseLiabilityPaymentsDueAfterYearFive,8
LesseeOperatingLeaseLiabilityPaymentsDueInRollingYearFive,8
LesseeOperatingLeaseLiabilityPaymentsDueInRollingYearFour,8
LesseeOperatingLeaseLiabilityPaymentsDueInRollingYearThree,8
LesseeOperatingLeaseLiabilityPaymentsDueInRollingYearTwo,8
LesseeOperatingLeaseLiabilityPaymentsDueNextRollingTwelveMonths,8
LesseeOperatingLeaseLiabilityPaymentsDueNextTwelveMonths,8
LesseeOperatingLeaseLiabilityPaymentsDueYearFive,8
LesseeOperatingLeaseLiabilityPaymentsDueYearFour,8
LesseeOperatingLeaseLiabilityPaymentsDueYearThree,8
LesseeOperatingLeaseLiabilityPaymentsDueYearTwo,8
LesseeOperatingLeaseLiabilityPaymentsRemainderOfFiscalYear,8
LesseeOperatingLeaseLiabilityUndiscountedExcessAmount,6
LessorOperatingLeasePaymentsToBeReceived,8
LessorOperatingLeasePaymentsToBeReceivedFiveYears,8
LessorOperatingLeasePaymentsToBeReceivedFourYears,8
LessorOperatingLeasePaymentsToBeReceivedNextTwelveMonths,8
LessorOperatingLeasePaymentsToBeReceivedRemainderOfFiscalYear,8
LessorOperatingLeasePaymentsToBeReceivedThereafter,8
LessorOperatingLeasePaymentsToBeReceivedThreeYears,8
LessorOperatingLeasePaymentsToBeReceivedTwoYears,8
LettersOfCreditOutstandingAmount,13
LeveragedBuyoutOwnershipInterestOfNewInvestors,6
LeveragedLeasesBalanceSheetInvestmentInLeveragedLeasesNet,2
LeveragedLeasesIncomeStatementIncomeFromLeveragedLeases,2
LeveragedLeasesIncomeStatementIncomeTaxExpenseOnLeveragedLeases,2
LeveragedLeasesNetInvestmentInLeveragedLeasesDisclosureDeferredIncome,2
LeveragedLeasesNetInvestmentInLeveragedLeasesDisclosureDeferredTaxesArisingFromLeveragedLeases,2
LeveragedLeasesNetInvestmentInLeveragedLeasesDisclosureInvestmentInLeveragedLeasesNet,2
LeveragedLeasesNetInvestmentInLeveragedLeasesDisclosureNonrecourseDebtService,2
LeveragedLeasesNetInvestmentInLeveragedLeasesDisclosureRentalReceivablesGross,2
LeveragedLeasesNetInvestmentInLeveragedLeasesDisclosureRentalReceivablesNet,2
LeveragedLeasesNetInvestmentInLeveragedLeasesDisclosureResidualValueOfLeasedAssets,2
Liabilities,14
LiabilitiesAndStockholdersEquity,14
LiabilitiesAssumed,1
LiabilitiesAssumed1,14
LiabilitiesCurrent,15
LiabilitiesFairValueAdjustment,7
LiabilitiesFairValueDisclosure,4
LiabilitiesFairValueDisclosureNonrecurring,4
LiabilitiesFairValueDisclosureRecurring,4
LiabilitiesNoncurrent,15
LiabilitiesOfAssetsHeldForSale,5
LiabilitiesOfDisposalGroupIncludingDiscontinuedOperation,2
LiabilitiesOfDisposalGroupIncludingDiscontinuedOperationCurrent,2
LiabilitiesOfDisposalGroupIncludingDiscontinuedOperationNoncurrent,2
LiabilitiesOtherThanLongtermDebtNoncurrent,15
LiabilitiesSubjectToCompromise,14
LiabilitiesSubjectToCompromiseEarlyContractTerminationFees,6
LiabilityForAsbestosAndEnvironmentalClaimsGross,2
LiabilityForAsbestosAndEnvironmentalClaimsNet,2
LiabilityForAsbestosAndEnvironmentalClaimsNetIncurredLoss,2
LiabilityForAsbestosAndEnvironmentalClaimsNetPeriodIncreaseDecrease,6
LiabilityForClaimsAndClaimsAdjustmentExpense,2
LiabilityForClaimsAndClaimsAdjustmentExpensePropertyCasualtyLiability,2
LiabilityForFuturePolicyBenefitAdverseDevelopmentExpense,9
LiabilityForFuturePolicyBenefitAfterReinsurance,9
LiabilityForFuturePolicyBenefitByProductSegmentInterestRateYearOfIssue,9
LiabilityForFuturePolicyBenefitCurrentWeightedAverageDiscountRate,9
LiabilityForFuturePolicyBenefitExpectedFutureBenefitOriginalDiscountRateBeforeReinsuranceAfterCashFlowChange,9
LiabilityForFuturePolicyBenefitExpectedFutureGrossPremiumDiscountedBeforeReinsurance,9
LiabilityForFuturePolicyBenefitExpectedFutureGrossPremiumUndiscountedBeforeReinsurance,9
LiabilityForFuturePolicyBenefitExpectedFuturePolicyBenefitBeforeReinsuranceAfterDiscountRateChange,9
LiabilityForFuturePolicyBenefitExpectedFuturePolicyBenefitCumulativeIncreaseDecreaseFromCashFlowChange,9
LiabilityForFuturePolicyBenefitExpectedFuturePolicyBenefitCumulativeIncreaseDecreaseOfActualVarianceFromExpectedExperience,9
LiabilityForFuturePolicyBenefitExpectedFuturePolicyBenefitInterestExpense,9
LiabilityForFuturePolicyBenefitExpectedFuturePolicyBenefitOriginalDiscountRateBeforeCashFlowAndReinsurance,9
LiabilityForFuturePolicyBenefitExpectedFuturePolicyBenefitUndiscountedBeforeReinsurance,9
LiabilityForFuturePolicyBenefitExpectedNetPremiumBeforeReinsuranceAfterDiscountRateChange,9
LiabilityForFuturePolicyBenefitExpectedNetPremiumCumulativeIncreaseDecreaseFromCashFlowChange,9
LiabilityForFuturePolicyBenefitExpectedNetPremiumCumulativeIncreaseDecreaseOfActualVarianceFromExpectedExperience,9
LiabilityForFuturePolicyBenefitExpectedNetPremiumInterestIncome,9
LiabilityForFuturePolicyBenefitExpectedNetPremiumNetPremiumCollected,9
LiabilityForFuturePolicyBenefitExpectedNetPremiumOriginalDiscountRateBeforeCashFlowAndReinsurance,9
LiabilityForFuturePolicyBenefitExpectedNetPremiumOriginalDiscountRateBeforeReinsuranceAfterCashFlowChange,9
LiabilityForFuturePolicyBenefitGrossPremiumIncome,9
LiabilityForFuturePolicyBenefitInterestExpense,9
LiabilityForFuturePolicyBenefitReinsuranceRecoverableAfterAllowance,9
LiabilityForFuturePolicyBenefitWeightedAverageInterestAccretionRate,9
LiabilityForFuturePolicyBenefits,9
LiabilityForFuturePolicyBenefitsAndUnpaidClaimsAndClaimsAdjustmentExpense,9
LiabilityForFuturePolicyBenefitsIndividualAndGroupAnnuitiesAndSupplementaryContracts,9
LiabilityForFuturePolicyBenefitsLife,9
LiabilityForFuturePolicyBenefitsOtherContracts,9
LiabilityForFuturePolicyBenefitsPaymentForBenefits,9
LiabilityForFuturePolicyBenefitsPeriodExpense,9
LiabilityForFuturePolicyBenefitsPeriodIncreaseDecrease,9
LiabilityForUncertainTaxPositionsCurrent,12
LiabilityForUncertainTaxPositionsNoncurrent,12
LiabilityForUnpaidClaimsAndClaimsAdjustmentExpenseClaimsPaid,2
LiabilityForUnpaidClaimsAndClaimsAdjustmentExpenseClaimsPaidCurrentYear,2
LiabilityForUnpaidClaimsAndClaimsAdjustmentExpenseClaimsPaidCurrentYear1,2
LiabilityForUnpaidClaimsAndClaimsAdjustmentExpenseClaimsPaidPriorYears,2
LiabilityForUnpaidClaimsAndClaimsAdjustmentExpenseClaimsPaidPriorYears1,2
LiabilityForUnpaidClaimsAndClaimsAdjustmentExpenseForeignCurrencyTranslationGainLoss,3
LiabilityForUnpaidClaimsAndClaimsAdjustmentExpenseForeignExchange,2
LiabilityForUnpaidClaimsAndClaimsAdjustmentExpenseGross,2
LiabilityForUnpaidClaimsAndClaimsAdjustmentExpenseIncurredButNotReportedIBNRClaimsAmount,2
LiabilityForUnpaidClaimsAndClaimsAdjustmentExpenseIncurredClaims,2
LiabilityForUnpaidClaimsAndClaimsAdjustmentExpenseIncurredClaims1,2
LiabilityForUnpaidClaimsAndClaimsAdjustmentExpenseIncurredClaimsCurrentYear,2
LiabilityForUnpaidClaimsAndClaimsAdjustmentExpenseIncurredClaimsPriorYears,2
LiabilityForUnpaidClaimsAndClaimsAdjustmentExpenseNet,2
LiabilityForUnpaidClaimsAndClaimsAdjustmentExpenseOpeningBalanceAdjustments,2
LiabilityForUnpaidClaimsAndClaimsAdjustmentExpensePeriodIncreaseDecrease,11
LiabilityForUnpaidClaimsAndClaimsAdjustmentExpenseReportedAndIncurredButNotReportedIBNRClaims,2
LiabilityForUnpaidClaimsAndClaimsAdjustmentExpenseReportedClaimsAmount,2
LiabilityPremiumDeficiencyTestingOnLongDurationContractAnticipatedInvestmentIncomeAmount,6
LicenseAndMaintenanceRevenue,17
LicenseAndServicesRevenue,17
LicenseCosts,17
LicensesRevenue,17
LifeInsuranceCorporateOrBankOwnedAmount,2
LifeSettlementContractsFairValueMaturingAfterYearFive,13
LifeSettlementContractsFairValueMaturingInNextTwelveMonths,13
LifeSettlementContractsFairValueMaturingInYearFive,13
LifeSettlementContractsFairValueMaturingInYearFour,13
LifeSettlementContractsFairValueMaturingInYearThree,13
LifeSettlementContractsFairValueMaturingInYearTwo,13
LifeSettlementContractsFairValueMethodCarryingAmount,13
LifeSettlementContractsFairValueMethodFaceValue,13
LifeSettlementContractsFairValueMethodFaceValueMaturingAfterYearFive,13
LifeSettlementContractsFairValueMethodFaceValueMaturingInNextTwelveMonths,13
LifeSettlementContractsFairValueMethodFaceValueMaturingInYearFive,13
LifeSettlementContractsFairValueMethodFaceValueMaturingInYearFour,13
LifeSettlementContractsFairValueMethodFaceValueMaturingInYearThree,13
LifeSettlementContractsFairValueMethodFaceValueMaturingInYearTwo,13
LifeSettlementContractsFairValueMethodGainLoss,7
LifeSettlementContractsFairValueMethodNumberOfContracts,7
LifeSettlementContractsFairValueMethodNumberOfContractsMaturingAfterYearFive,13
LifeSettlementContractsFairValueMethodNumberOfContractsMaturingInNextTwelveMonths,13
LifeSettlementContractsFairValueMethodNumberOfContractsMaturingInYearFive,13
LifeSettlementContractsFairValueMethodNumberOfContractsMaturingInYearFour,13
LifeSettlementContractsFairValueMethodNumberOfContractsMaturingInYearThree,13
LifeSettlementContractsFairValueMethodNumberOfContractsMaturingInYearTwo,13
LifeSettlementContractsFairValueMethodUnrealizedGainLoss,7
LimitedPartnersCapitalAccount,14
LineOfCredit,14
LineOfCreditFacilityAmountOutstanding,13
